<Identification>,Filename,BuilderRawFirst5,BuilderAssignedCode
post-2016-single_EX-0012,post-2016-single_EX-0012.H2K,,1000
post-2016-single_EX-0013,post-2016-single_EX-0013.H2K,,1000
post-2016-single_EX-0014,post-2016-single_EX-0014.H2K,,1000
post-2016-single_EX-0015,post-2016-single_EX-0015.H2K,,1000
post-2016-single_EX-0016,post-2016-single_EX-0016.H2K,,1000
post-2016-single_EX-0017,post-2016-single_EX-0017.H2K,,1000
post-2016-single_EX-0018,post-2016-single_EX-0018.H2K,,1000
post-2016-single_EX-0019,post-2016-single_EX-0019.H2K,,1000
post-2016-single_EX-0020,post-2016-single_EX-0020.H2K,,1000
post-2016-single_EX-0021,post-2016-single_EX-0021.H2K,,1000
post-2016-single_EX-0022,post-2016-single_EX-0022.H2K,,1000
post-2016-single_EX-0023,post-2016-single_EX-0023.H2K,,1000
post-2016-single_EX-0024,post-2016-single_EX-0024.H2K,,1000
post-2016-single_EX-0025,post-2016-single_EX-0025.H2K,,1000
post-2016-single_EX-0026,post-2016-single_EX-0026.H2K,,1000
post-2016-single_EX-0027,post-2016-single_EX-0027.H2K,,1000
post-2016-single_EX-0028,post-2016-single_EX-0028.H2K,,1000
post-2016-single_EX-0029,post-2016-single_EX-0029.H2K,,1000
post-2016-single_EX-0030,post-2016-single_EX-0030.H2K,,1000
post-2016-single_EX-0031,post-2016-single_EX-0031.H2K,,1000
post-2016-single_EX-0032,post-2016-single_EX-0032.H2K,,1000
post-2016-single_EX-0033,post-2016-single_EX-0033.H2K,,1000
post-2016-single_EX-0034,post-2016-single_EX-0034.H2K,,1000
post-2016-single_EX-0035,post-2016-single_EX-0035.H2K,,1000
post-2016-single_EX-0036,post-2016-single_EX-0036.H2K,,1000
post-2016-single_EX-0037,post-2016-single_EX-0037.H2K,,1000
post-2016-single_EX-0038,post-2016-single_EX-0038.H2K,,1000
post-2016-single_EX-0039,post-2016-single_EX-0039.H2K,,1000
post-2016-single_EX-0040,post-2016-single_EX-0040.H2K,,1000
post-2016-single_EX-0041,post-2016-single_EX-0041.H2K,,1000
post-2016-single_EX-0042,post-2016-single_EX-0042.H2K,,1000
post-2016-single_EX-0043,post-2016-single_EX-0043.H2K,,1000
post-2016-single_EX-0044,post-2016-single_EX-0044.H2K,,1000
post-2016-single_EX-0045,post-2016-single_EX-0045.H2K,,1000
post-2016-single_EX-0046,post-2016-single_EX-0046.H2K,,1000
post-2016-single_EX-0047,post-2016-single_EX-0047.H2K,,1000
post-2016-single_EX-0048,post-2016-single_EX-0048.H2K,,1000
post-2016-single_EX-0049,post-2016-single_EX-0049.H2K,,1000
post-2016-single_EX-0050,post-2016-single_EX-0050.H2K,,1000
post-2016-single_EX-0051,post-2016-single_EX-0051.H2K,,1000
post-2016-single_EX-0052,post-2016-single_EX-0052.H2K,,1000
post-2016-single_EX-0053,post-2016-single_EX-0053.H2K,,1000
post-2016-single_EX-0054,post-2016-single_EX-0054.H2K,,1000
post-2016-single_EX-0055,post-2016-single_EX-0055.H2K,,1000
post-2016-single_EX-0056,post-2016-single_EX-0056.H2K,,1000
post-2016-single_EX-0057,post-2016-single_EX-0057.H2K,,1000
post-2016-single_EX-0058,post-2016-single_EX-0058.H2K,,1000
post-2016-single_EX-0059,post-2016-single_EX-0059.H2K,,1000
post-2016-single_EX-0060,post-2016-single_EX-0060.H2K,,1000
post-2016-single_EX-0061,post-2016-single_EX-0061.H2K,,1000
post-2016-single_EX-0062,post-2016-single_EX-0062.H2K,,1000
post-2016-single_EX-0063,post-2016-single_EX-0063.H2K,,1000
post-2016-single_EX-0064,post-2016-single_EX-0064.H2K,,1000
post-2016-single_EX-0065,post-2016-single_EX-0065.H2K,,1000
post-2016-single_EX-0066,post-2016-single_EX-0066.H2K,,1000
post-2016-single_EX-0067,post-2016-single_EX-0067.H2K,,1000
post-2016-single_EX-0068,post-2016-single_EX-0068.H2K,,1000
post-2016-single_EX-0069,post-2016-single_EX-0069.H2K,,1000
pre-2000-row-end_EX-0001,pre-2000-row-end_EX-0001.H2K,,1000
pre-2000-row-end_EX-0002,pre-2000-row-end_EX-0002.H2K,,1000
pre-2000-row-end_EX-0003,pre-2000-row-end_EX-0003.H2K,,1000
pre-2000-row-end_EX-0004,pre-2000-row-end_EX-0004.H2K,,1000
pre-2000-row-end_EX-0005,pre-2000-row-end_EX-0005.H2K,,1000
pre-2000-row-end_EX-0006,pre-2000-row-end_EX-0006.H2K,,1000
pre-2000-row-end_EX-0007,pre-2000-row-end_EX-0007.H2K,,1000
pre-2000-row-end_EX-0008,pre-2000-row-end_EX-0008.H2K,,1000
pre-2000-row-end_EX-0009,pre-2000-row-end_EX-0009.H2K,,1000
pre-2000-row-end_EX-0010,pre-2000-row-end_EX-0010.H2K,,1000
pre-2000-row-end_EX-0011,pre-2000-row-end_EX-0011.H2K,,1000
pre-2000-row-end_EX-0012,pre-2000-row-end_EX-0012.H2K,,1000
pre-2000-row-end_EX-0013,pre-2000-row-end_EX-0013.H2K,,1000
pre-2000-row-end_EX-0014,pre-2000-row-end_EX-0014.H2K,,1000
pre-2000-row-end_EX-0015,pre-2000-row-end_EX-0015.H2K,,1000
pre-2000-row-end_EX-0016,pre-2000-row-end_EX-0016.H2K,,1000
pre-2000-row-end_EX-0017,pre-2000-row-end_EX-0017.H2K,,1000
pre-2000-row-end_EX-0018,pre-2000-row-end_EX-0018.H2K,,1000
pre-2000-row-end_EX-0019,pre-2000-row-end_EX-0019.H2K,,1000
pre-2000-row-end_EX-0020,pre-2000-row-end_EX-0020.H2K,,1000
pre-2000-row-end_EX-0021,pre-2000-row-end_EX-0021.H2K,,1000
pre-2000-row-end_EX-0022,pre-2000-row-end_EX-0022.H2K,,1000
pre-2000-row-end_EX-0023,pre-2000-row-end_EX-0023.H2K,,1000
pre-2000-row-end_EX-0024,pre-2000-row-end_EX-0024.H2K,,1000
pre-2000-row-end_EX-0025,pre-2000-row-end_EX-0025.H2K,,1000
pre-2000-row-end_EX-0026,pre-2000-row-end_EX-0026.H2K,,1000
pre-2000-row-end_EX-0027,pre-2000-row-end_EX-0027.H2K,,1000
pre-2000-row-end_EX-0028,pre-2000-row-end_EX-0028.H2K,,1000
pre-2000-row-end_EX-0029,pre-2000-row-end_EX-0029.H2K,,1000
pre-2000-row-end_EX-0030,pre-2000-row-end_EX-0030.H2K,,1000
pre-2000-row-end_EX-0031,pre-2000-row-end_EX-0031.H2K,,1000
pre-2000-row-end_EX-0032,pre-2000-row-end_EX-0032.H2K,,1000
pre-2000-row-end_EX-0033,pre-2000-row-end_EX-0033.H2K,,1000
pre-2000-row-end_EX-0034,pre-2000-row-end_EX-0034.H2K,,1000
pre-2000-row-end_EX-0035,pre-2000-row-end_EX-0035.H2K,,1000
pre-2000-row-end_EX-0036,pre-2000-row-end_EX-0036.H2K,,1000
pre-2000-row-end_EX-0037,pre-2000-row-end_EX-0037.H2K,,1000
pre-2000-row-end_EX-0038,pre-2000-row-end_EX-0038.H2K,,1000
pre-2000-row-end_EX-0039,pre-2000-row-end_EX-0039.H2K,,1000
pre-2000-row-end_EX-0040,pre-2000-row-end_EX-0040.H2K,,1000
pre-2000-row-end_EX-0041,pre-2000-row-end_EX-0041.H2K,,1000
pre-2000-row-end_EX-0042,pre-2000-row-end_EX-0042.H2K,,1000
pre-2000-row-end_EX-0043,pre-2000-row-end_EX-0043.H2K,,1000
pre-2000-row-end_EX-0044,pre-2000-row-end_EX-0044.H2K,,1000
pre-2000-row-end_EX-0045,pre-2000-row-end_EX-0045.H2K,,1000
pre-2000-row-end_EX-0046,pre-2000-row-end_EX-0046.H2K,,1000
pre-2000-row-end_EX-0047,pre-2000-row-end_EX-0047.H2K,,1000
pre-2000-row-end_EX-0048,pre-2000-row-end_EX-0048.H2K,,1000
pre-2000-row-end_EX-0049,pre-2000-row-end_EX-0049.H2K,,1000
pre-2000-row-end_EX-0050,pre-2000-row-end_EX-0050.H2K,,1000
pre-2000-row-end_EX-0051,pre-2000-row-end_EX-0051.H2K,,1000
pre-2000-row-end_EX-0052,pre-2000-row-end_EX-0052.H2K,,1000
pre-2000-row-end_EX-0053,pre-2000-row-end_EX-0053.H2K,,1000
pre-2000-row-end_EX-0054,pre-2000-row-end_EX-0054.H2K,,1000
pre-2000-row-end_EX-0055,pre-2000-row-end_EX-0055.H2K,,1000
pre-2000-row-end_EX-0056,pre-2000-row-end_EX-0056.H2K,,1000
pre-2000-row-end_EX-0057,pre-2000-row-end_EX-0057.H2K,,1000
pre-2000-row-end_EX-0058,pre-2000-row-end_EX-0058.H2K,,1000
pre-2000-row-end_EX-0059,pre-2000-row-end_EX-0059.H2K,,1000
pre-2000-row-end_EX-0060,pre-2000-row-end_EX-0060.H2K,,1000
pre-2000-row-end_EX-0061,pre-2000-row-end_EX-0061.H2K,,1000
pre-2000-row-end_EX-0062,pre-2000-row-end_EX-0062.H2K,,1000
pre-2000-row-end_EX-0063,pre-2000-row-end_EX-0063.H2K,,1000
pre-2000-row-end_EX-0064,pre-2000-row-end_EX-0064.H2K,,1000
pre-2000-row-end_EX-0065,pre-2000-row-end_EX-0065.H2K,,1000
pre-2000-row-end_EX-0066,pre-2000-row-end_EX-0066.H2K,,1000
pre-2000-row-end_EX-0067,pre-2000-row-end_EX-0067.H2K,,1000
pre-2000-row-end_EX-0068,pre-2000-row-end_EX-0068.H2K,,1000
pre-2000-row-end_EX-0069,pre-2000-row-end_EX-0069.H2K,,1000
pre-2000-row-end_EX-0070,pre-2000-row-end_EX-0070.H2K,,1000
pre-2000-row-end_EX-0071,pre-2000-row-end_EX-0071.H2K,,1000
pre-2000-row-end_EX-0072,pre-2000-row-end_EX-0072.H2K,,1000
pre-2000-row-end_EX-0073,pre-2000-row-end_EX-0073.H2K,,1000
pre-2000-row-end_EX-0074,pre-2000-row-end_EX-0074.H2K,,1000
pre-2000-row-end_EX-0075,pre-2000-row-end_EX-0075.H2K,,1000
pre-2000-row-end_EX-0076,pre-2000-row-end_EX-0076.H2K,,1000
pre-2000-row-end_EX-0077,pre-2000-row-end_EX-0077.H2K,,1000
pre-2000-row-end_EX-0078,pre-2000-row-end_EX-0078.H2K,,1000
pre-2000-row-end_EX-0079,pre-2000-row-end_EX-0079.H2K,,1000
pre-2000-row-end_EX-0080,pre-2000-row-end_EX-0080.H2K,,1000
pre-2000-row-end_EX-0081,pre-2000-row-end_EX-0081.H2K,,1000
pre-2000-row-end_EX-0082,pre-2000-row-end_EX-0082.H2K,,1000
pre-2000-row-end_EX-0083,pre-2000-row-end_EX-0083.H2K,,1000
pre-2000-row-end_EX-0084,pre-2000-row-end_EX-0084.H2K,,1000
pre-2000-row-end_EX-0085,pre-2000-row-end_EX-0085.H2K,,1000
pre-2000-row-end_EX-0086,pre-2000-row-end_EX-0086.H2K,,1000
pre-2000-row-end_EX-0087,pre-2000-row-end_EX-0087.H2K,,1000
pre-2000-row-end_EX-0088,pre-2000-row-end_EX-0088.H2K,,1000
pre-2000-row-end_EX-0089,pre-2000-row-end_EX-0089.H2K,,1000
pre-2000-row-end_EX-0090,pre-2000-row-end_EX-0090.H2K,,1000
pre-2000-row-end_EX-0091,pre-2000-row-end_EX-0091.H2K,,1000
pre-2000-row-end_EX-0092,pre-2000-row-end_EX-0092.H2K,,1000
pre-2000-row-end_EX-0093,pre-2000-row-end_EX-0093.H2K,,1000
pre-2000-row-end_EX-0094,pre-2000-row-end_EX-0094.H2K,,1000
pre-2000-row-end_EX-0095,pre-2000-row-end_EX-0095.H2K,,1000
pre-2000-row-end_EX-0096,pre-2000-row-end_EX-0096.H2K,,1000
pre-2000-row-end_EX-0097,pre-2000-row-end_EX-0097.H2K,,1000
pre-2000-row-end_EX-0098,pre-2000-row-end_EX-0098.H2K,,1000
pre-2000-row-end_EX-0099,pre-2000-row-end_EX-0099.H2K,,1000
pre-2000-row-end_EX-0100,pre-2000-row-end_EX-0100.H2K,,1000
pre-2000-row-end_EX-0101,pre-2000-row-end_EX-0101.H2K,,1000
pre-2000-row-end_EX-0102,pre-2000-row-end_EX-0102.H2K,,1000
pre-2000-row-end_EX-0103,pre-2000-row-end_EX-0103.H2K,,1000
pre-2000-row-end_EX-0104,pre-2000-row-end_EX-0104.H2K,,1000
pre-2000-row-end_EX-0105,pre-2000-row-end_EX-0105.H2K,,1000
pre-2000-row-end_EX-0106,pre-2000-row-end_EX-0106.H2K,,1000
pre-2000-row-end_EX-0107,pre-2000-row-end_EX-0107.H2K,,1000
pre-2000-row-end_EX-0108,pre-2000-row-end_EX-0108.H2K,,1000
pre-2000-row-end_EX-0109,pre-2000-row-end_EX-0109.H2K,,1000
pre-2000-row-end_EX-0110,pre-2000-row-end_EX-0110.H2K,,1000
pre-2000-row-end_EX-0111,pre-2000-row-end_EX-0111.H2K,,1000
pre-2000-row-end_EX-0112,pre-2000-row-end_EX-0112.H2K,,1000
pre-2000-row-end_EX-0113,pre-2000-row-end_EX-0113.H2K,,1000
pre-2000-row-end_EX-0114,pre-2000-row-end_EX-0114.H2K,,1000
pre-2000-row-end_EX-0115,pre-2000-row-end_EX-0115.H2K,,1000
pre-2000-row-end_EX-0116,pre-2000-row-end_EX-0116.H2K,,1000
pre-2000-row-end_EX-0117,pre-2000-row-end_EX-0117.H2K,,1000
pre-2000-row-end_EX-0118,pre-2000-row-end_EX-0118.H2K,,1000
pre-2000-row-end_EX-0119,pre-2000-row-end_EX-0119.H2K,,1000
pre-2000-row-end_EX-0120,pre-2000-row-end_EX-0120.H2K,,1000
pre-2000-row-end_EX-0121,pre-2000-row-end_EX-0121.H2K,,1000
pre-2000-row-end_EX-0122,pre-2000-row-end_EX-0122.H2K,,1000
pre-2000-row-end_EX-0123,pre-2000-row-end_EX-0123.H2K,,1000
pre-2000-row-end_EX-0124,pre-2000-row-end_EX-0124.H2K,,1000
pre-2000-row-end_EX-0125,pre-2000-row-end_EX-0125.H2K,,1000
pre-2000-row-end_EX-0126,pre-2000-row-end_EX-0126.H2K,,1000
pre-2000-row-end_EX-0127,pre-2000-row-end_EX-0127.H2K,,1000
pre-2000-row-end_EX-0128,pre-2000-row-end_EX-0128.H2K,,1000
pre-2000-row-end_EX-0129,pre-2000-row-end_EX-0129.H2K,,1000
pre-2000-row-end_EX-0130,pre-2000-row-end_EX-0130.H2K,,1000
pre-2000-row-end_EX-0131,pre-2000-row-end_EX-0131.H2K,,1000
pre-2000-row-end_EX-0132,pre-2000-row-end_EX-0132.H2K,,1000
pre-2000-row-end_EX-0133,pre-2000-row-end_EX-0133.H2K,,1000
pre-2000-row-end_EX-0134,pre-2000-row-end_EX-0134.H2K,,1000
pre-2000-row-end_EX-0135,pre-2000-row-end_EX-0135.H2K,,1000
pre-2000-row-end_EX-0136,pre-2000-row-end_EX-0136.H2K,,1000
pre-2000-row-end_EX-0137,pre-2000-row-end_EX-0137.H2K,,1000
pre-2000-row-end_EX-0138,pre-2000-row-end_EX-0138.H2K,,1000
pre-2000-row-end_EX-0139,pre-2000-row-end_EX-0139.H2K,,1000
pre-2000-row-end_EX-0140,pre-2000-row-end_EX-0140.H2K,,1000
pre-2000-row-end_EX-0141,pre-2000-row-end_EX-0141.H2K,,1000
pre-2000-row-end_EX-0142,pre-2000-row-end_EX-0142.H2K,,1000
pre-2000-row-end_EX-0143,pre-2000-row-end_EX-0143.H2K,,1000
pre-2000-row-end_EX-0144,pre-2000-row-end_EX-0144.H2K,,1000
pre-2000-row-end_EX-0145,pre-2000-row-end_EX-0145.H2K,,1000
pre-2000-row-end_EX-0146,pre-2000-row-end_EX-0146.H2K,,1000
pre-2000-row-end_EX-0147,pre-2000-row-end_EX-0147.H2K,,1000
pre-2000-row-end_EX-0148,pre-2000-row-end_EX-0148.H2K,,1000
pre-2000-row-end_EX-0149,pre-2000-row-end_EX-0149.H2K,,1000
pre-2000-row-end_EX-0150,pre-2000-row-end_EX-0150.H2K,,1000
pre-2000-row-end_EX-0151,pre-2000-row-end_EX-0151.H2K,,1000
pre-2000-row-end_EX-0152,pre-2000-row-end_EX-0152.H2K,,1000
pre-2000-row-end_EX-0153,pre-2000-row-end_EX-0153.H2K,,1000
pre-2000-row-end_EX-0154,pre-2000-row-end_EX-0154.H2K,,1000
pre-2000-row-end_EX-0155,pre-2000-row-end_EX-0155.H2K,,1000
pre-2000-row-end_EX-0156,pre-2000-row-end_EX-0156.H2K,,1000
pre-2000-row-end_EX-0157,pre-2000-row-end_EX-0157.H2K,,1000
pre-2000-row-end_EX-0158,pre-2000-row-end_EX-0158.H2K,,1000
pre-2000-row-end_EX-0159,pre-2000-row-end_EX-0159.H2K,,1000
pre-2000-row-end_EX-0160,pre-2000-row-end_EX-0160.H2K,,1000
pre-2000-row-end_EX-0161,pre-2000-row-end_EX-0161.H2K,,1000
pre-2000-row-end_EX-0162,pre-2000-row-end_EX-0162.H2K,,1000
pre-2000-row-end_EX-0163,pre-2000-row-end_EX-0163.H2K,,1000
pre-2000-row-end_EX-0164,pre-2000-row-end_EX-0164.H2K,,1000
pre-2000-row-end_EX-0165,pre-2000-row-end_EX-0165.H2K,,1000
pre-2000-row-end_EX-0166,pre-2000-row-end_EX-0166.H2K,,1000
pre-2000-row-end_EX-0167,pre-2000-row-end_EX-0167.H2K,,1000
pre-2000-row-end_EX-0168,pre-2000-row-end_EX-0168.H2K,,1000
pre-2000-row-end_EX-0169,pre-2000-row-end_EX-0169.H2K,,1000
pre-2000-row-end_EX-0170,pre-2000-row-end_EX-0170.H2K,,1000
pre-2000-row-end_EX-0171,pre-2000-row-end_EX-0171.H2K,,1000
pre-2000-row-end_EX-0172,pre-2000-row-end_EX-0172.H2K,,1000
pre-2000-row-end_EX-0173,pre-2000-row-end_EX-0173.H2K,,1000
pre-2000-row-end_EX-0174,pre-2000-row-end_EX-0174.H2K,,1000
pre-2000-row-end_EX-0175,pre-2000-row-end_EX-0175.H2K,,1000
pre-2000-row-end_EX-0176,pre-2000-row-end_EX-0176.H2K,,1000
pre-2000-row-end_EX-0177,pre-2000-row-end_EX-0177.H2K,,1000
pre-2000-row-end_EX-0178,pre-2000-row-end_EX-0178.H2K,,1000
pre-2000-row-end_EX-0179,pre-2000-row-end_EX-0179.H2K,,1000
pre-2000-row-end_EX-0180,pre-2000-row-end_EX-0180.H2K,,1000
pre-2000-row-end_EX-0181,pre-2000-row-end_EX-0181.H2K,,1000
pre-2000-row-end_EX-0182,pre-2000-row-end_EX-0182.H2K,,1000
pre-2000-row-mid_EX-0001,pre-2000-row-mid_EX-0001.H2K,,1000
pre-2000-row-mid_EX-0002,pre-2000-row-mid_EX-0002.H2K,,1000
pre-2000-row-mid_EX-0003,pre-2000-row-mid_EX-0003.H2K,,1000
pre-2000-row-mid_EX-0004,pre-2000-row-mid_EX-0004.H2K,,1000
pre-2000-row-mid_EX-0005,pre-2000-row-mid_EX-0005.H2K,,1000
pre-2000-row-mid_EX-0006,pre-2000-row-mid_EX-0006.H2K,,1000
pre-2000-row-mid_EX-0007,pre-2000-row-mid_EX-0007.H2K,,1000
pre-2000-row-mid_EX-0008,pre-2000-row-mid_EX-0008.H2K,,1000
pre-2000-row-mid_EX-0009,pre-2000-row-mid_EX-0009.H2K,,1000
pre-2000-row-mid_EX-0010,pre-2000-row-mid_EX-0010.H2K,,1000
pre-2000-row-mid_EX-0011,pre-2000-row-mid_EX-0011.H2K,,1000
pre-2000-row-mid_EX-0012,pre-2000-row-mid_EX-0012.H2K,,1000
pre-2000-row-mid_EX-0013,pre-2000-row-mid_EX-0013.H2K,,1000
pre-2000-row-mid_EX-0014,pre-2000-row-mid_EX-0014.H2K,,1000
pre-2000-row-mid_EX-0015,pre-2000-row-mid_EX-0015.H2K,,1000
pre-2000-row-mid_EX-0016,pre-2000-row-mid_EX-0016.H2K,,1000
pre-2000-row-mid_EX-0017,pre-2000-row-mid_EX-0017.H2K,,1000
pre-2000-row-mid_EX-0018,pre-2000-row-mid_EX-0018.H2K,,1000
pre-2000-row-mid_EX-0019,pre-2000-row-mid_EX-0019.H2K,,1000
pre-2000-row-mid_EX-0020,pre-2000-row-mid_EX-0020.H2K,,1000
pre-2000-row-mid_EX-0021,pre-2000-row-mid_EX-0021.H2K,,1000
pre-2000-row-mid_EX-0022,pre-2000-row-mid_EX-0022.H2K,,1000
pre-2000-row-mid_EX-0023,pre-2000-row-mid_EX-0023.H2K,,1000
pre-2000-row-mid_EX-0024,pre-2000-row-mid_EX-0024.H2K,,1000
pre-2000-row-mid_EX-0025,pre-2000-row-mid_EX-0025.H2K,,1000
pre-2000-row-mid_EX-0026,pre-2000-row-mid_EX-0026.H2K,,1000
pre-2000-row-mid_EX-0027,pre-2000-row-mid_EX-0027.H2K,,1000
pre-2000-row-mid_EX-0028,pre-2000-row-mid_EX-0028.H2K,,1000
pre-2000-row-mid_EX-0029,pre-2000-row-mid_EX-0029.H2K,,1000
pre-2000-row-mid_EX-0030,pre-2000-row-mid_EX-0030.H2K,,1000
pre-2000-row-mid_EX-0031,pre-2000-row-mid_EX-0031.H2K,,1000
pre-2000-row-mid_EX-0032,pre-2000-row-mid_EX-0032.H2K,,1000
pre-2000-semi_EX-0001,pre-2000-semi_EX-0001.H2K,,1000
pre-2000-semi_EX-0002,pre-2000-semi_EX-0002.H2K,,1000
pre-2000-semi_EX-0003,pre-2000-semi_EX-0003.H2K,,1000
pre-2000-semi_EX-0004,pre-2000-semi_EX-0004.H2K,,1000
pre-2000-semi_EX-0005,pre-2000-semi_EX-0005.H2K,,1000
pre-2000-semi_EX-0006,pre-2000-semi_EX-0006.H2K,,1000
pre-2000-semi_EX-0007,pre-2000-semi_EX-0007.H2K,,1000
pre-2000-semi_EX-0008,pre-2000-semi_EX-0008.H2K,,1000
pre-2000-semi_EX-0009,pre-2000-semi_EX-0009.H2K,,1000
pre-2000-semi_EX-0010,pre-2000-semi_EX-0010.H2K,,1000
pre-2000-semi_EX-0011,pre-2000-semi_EX-0011.H2K,,1000
pre-2000-semi_EX-0012,pre-2000-semi_EX-0012.H2K,,1000
pre-2000-semi_EX-0013,pre-2000-semi_EX-0013.H2K,,1000
pre-2000-semi_EX-0014,pre-2000-semi_EX-0014.H2K,,1000
pre-2000-semi_EX-0015,pre-2000-semi_EX-0015.H2K,,1000
pre-2000-semi_EX-0016,pre-2000-semi_EX-0016.H2K,,1000
pre-2000-semi_EX-0017,pre-2000-semi_EX-0017.H2K,,1000
pre-2000-semi_EX-0018,pre-2000-semi_EX-0018.H2K,,1000
pre-2000-semi_EX-0019,pre-2000-semi_EX-0019.H2K,,1000
pre-2000-semi_EX-0020,pre-2000-semi_EX-0020.H2K,,1000
pre-2000-semi_EX-0021,pre-2000-semi_EX-0021.H2K,,1000
pre-2000-semi_EX-0022,pre-2000-semi_EX-0022.H2K,,1000
pre-2000-semi_EX-0023,pre-2000-semi_EX-0023.H2K,,1000
pre-2000-semi_EX-0024,pre-2000-semi_EX-0024.H2K,,1000
pre-2000-semi_EX-0025,pre-2000-semi_EX-0025.H2K,,1000
pre-2000-semi_EX-0026,pre-2000-semi_EX-0026.H2K,,1000
pre-2000-semi_EX-0027,pre-2000-semi_EX-0027.H2K,,1000
pre-2000-semi_EX-0028,pre-2000-semi_EX-0028.H2K,,1000
pre-2000-semi_EX-0029,pre-2000-semi_EX-0029.H2K,,1000
pre-2000-semi_EX-0030,pre-2000-semi_EX-0030.H2K,,1000
pre-2000-semi_EX-0031,pre-2000-semi_EX-0031.H2K,,1000
pre-2000-semi_EX-0032,pre-2000-semi_EX-0032.H2K,,1000
pre-2000-semi_EX-0033,pre-2000-semi_EX-0033.H2K,,1000
pre-2000-semi_EX-0034,pre-2000-semi_EX-0034.H2K,,1000
pre-2000-semi_EX-0035,pre-2000-semi_EX-0035.H2K,,1000
pre-2000-semi_EX-0036,pre-2000-semi_EX-0036.H2K,,1000
pre-2000-semi_EX-0037,pre-2000-semi_EX-0037.H2K,,1000
pre-2000-semi_EX-0038,pre-2000-semi_EX-0038.H2K,,1000
pre-2000-semi_EX-0039,pre-2000-semi_EX-0039.H2K,,1000
pre-2000-semi_EX-0040,pre-2000-semi_EX-0040.H2K,,1000
pre-2000-semi_EX-0041,pre-2000-semi_EX-0041.H2K,,1000
pre-2000-semi_EX-0042,pre-2000-semi_EX-0042.H2K,,1000
pre-2000-semi_EX-0043,pre-2000-semi_EX-0043.H2K,,1000
pre-2000-semi_EX-0044,pre-2000-semi_EX-0044.H2K,,1000
pre-2000-semi_EX-0045,pre-2000-semi_EX-0045.H2K,,1000
pre-2000-semi_EX-0046,pre-2000-semi_EX-0046.H2K,,1000
pre-2000-semi_EX-0047,pre-2000-semi_EX-0047.H2K,,1000
pre-2000-single_EX-0001,pre-2000-single_EX-0001.H2K,,1000
pre-2000-single_EX-0002,pre-2000-single_EX-0002.H2K,,1000
pre-2000-single_EX-0003,pre-2000-single_EX-0003.H2K,,1000
pre-2000-single_EX-0004,pre-2000-single_EX-0004.H2K,,1000
pre-2000-single_EX-0005,pre-2000-single_EX-0005.H2K,,1000
pre-2000-single_EX-0006,pre-2000-single_EX-0006.H2K,,1000
pre-2000-single_EX-0007,pre-2000-single_EX-0007.H2K,,1000
pre-2000-single_EX-0008,pre-2000-single_EX-0008.H2K,,1000
pre-2000-single_EX-0009,pre-2000-single_EX-0009.H2K,,1000
pre-2000-single_EX-0010,pre-2000-single_EX-0010.H2K,,1000
pre-2000-single_EX-0011,pre-2000-single_EX-0011.H2K,,1000
pre-2000-single_EX-0012,pre-2000-single_EX-0012.H2K,,1000
pre-2000-single_EX-0013,pre-2000-single_EX-0013.H2K,,1000
pre-2000-single_EX-0014,pre-2000-single_EX-0014.H2K,,1000
pre-2000-single_EX-0015,pre-2000-single_EX-0015.H2K,,1000
pre-2000-single_EX-0016,pre-2000-single_EX-0016.H2K,,1000
pre-2000-single_EX-0017,pre-2000-single_EX-0017.H2K,,1000
pre-2000-single_EX-0018,pre-2000-single_EX-0018.H2K,,1000
pre-2000-single_EX-0019,pre-2000-single_EX-0019.H2K,,1000
pre-2000-single_EX-0020,pre-2000-single_EX-0020.H2K,,1000
pre-2000-single_EX-0021,pre-2000-single_EX-0021.H2K,,1000
pre-2000-single_EX-0022,pre-2000-single_EX-0022.H2K,,1000
pre-2000-single_EX-0023,pre-2000-single_EX-0023.H2K,,1000
pre-2000-single_EX-0024,pre-2000-single_EX-0024.H2K,,1000
pre-2000-single_EX-0025,pre-2000-single_EX-0025.H2K,,1000
pre-2000-single_EX-0026,pre-2000-single_EX-0026.H2K,,1000
pre-2000-single_EX-0027,pre-2000-single_EX-0027.H2K,,1000
pre-2000-single_EX-0028,pre-2000-single_EX-0028.H2K,,1000
pre-2000-single_EX-0029,pre-2000-single_EX-0029.H2K,,1000
pre-2000-single_EX-0030,pre-2000-single_EX-0030.H2K,,1000
pre-2000-single_EX-0031,pre-2000-single_EX-0031.H2K,,1000
pre-2000-single_EX-0032,pre-2000-single_EX-0032.H2K,,1000
pre-2000-single_EX-0033,pre-2000-single_EX-0033.H2K,,1000
pre-2000-single_EX-0034,pre-2000-single_EX-0034.H2K,,1000
pre-2000-single_EX-0035,pre-2000-single_EX-0035.H2K,,1000
pre-2000-single_EX-0036,pre-2000-single_EX-0036.H2K,,1000
pre-2000-single_EX-0037,pre-2000-single_EX-0037.H2K,,1000
pre-2000-single_EX-0038,pre-2000-single_EX-0038.H2K,,1000
pre-2000-single_EX-0039,pre-2000-single_EX-0039.H2K,,1000
pre-2000-single_EX-0040,pre-2000-single_EX-0040.H2K,,1000
pre-2000-single_EX-0041,pre-2000-single_EX-0041.H2K,,1000
pre-2000-single_EX-0042,pre-2000-single_EX-0042.H2K,,1000
pre-2000-single_EX-0043,pre-2000-single_EX-0043.H2K,,1000
pre-2000-single_EX-0044,pre-2000-single_EX-0044.H2K,,1000
